time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-13T15:12:25.349Z,37.9794,-118.2406,1.7,1.7,ml,14,97.39,0.343,0.2312,nn,nn00573754,2017-01-13T16:55:38.043Z,"67km NNE of Dixon Lane-Meadow Creek, California",earthquake,,3.3,0.26,12,reviewed,nn,nn
2017-01-13T14:49:19.130Z,34.0386667,-117.2731667,14.89,1.79,ml,70,28,0.07897,0.2,ci,ci37567311,2017-01-13T15:22:32.390Z,"2km SW of Loma Linda, CA",earthquake,0.23,0.42,0.122,25,reviewed,ci,ci
2017-01-13T14:47:46.447Z,64.968,-150.889,16.1,1.4,ml,,,,0.44,ak,ak15067902,2017-01-13T14:55:48.910Z,"12km WSW of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T14:37:01.300Z,44.7813333,-111.3936667,4.51,0.88,ml,13,69,0.056,0.09,mb,mb80196674,2017-01-13T15:28:11.840Z,"26km WNW of West Yellowstone, Montana",earthquake,0.24,0.49,0.007,3,reviewed,mb,mb
2017-01-13T14:35:51.320Z,36.0625,-118.065,3.39,1.05,ml,16,82,0.1517,0.17,ci,ci37567303,2017-01-13T15:21:28.085Z,"11km W of Coso Junction, CA",earthquake,0.3,1.11,0.127,13,reviewed,ci,ci
2017-01-13T14:29:14.420Z,19.4045,-155.2806667,1.35,0.63,md,22,35,0.007497,0.07,hv,hv61560726,2017-01-13T18:29:53.230Z,"5km WSW of Volcano, Hawaii",earthquake,0.14,0.17,0.145,6,reviewed,hv,hv
2017-01-13T14:21:28.130Z,19.4003333,-155.2496667,37.928,1.74,md,37,57,0.01483,0.07,hv,hv61560721,2017-01-14T01:04:06.110Z,"3km SSW of Volcano, Hawaii",earthquake,0.81,1.31,0.094,18,reviewed,hv,hv
2017-01-13T14:15:05.660Z,38.8375015,-122.7868347,1.58,0.89,md,14,81,0.002887,0.02,nc,nc72751665,2017-01-13T14:16:42.813Z,"5km WNW of Cobb, California",earthquake,0.29,0.34,,4,automatic,nc,nc
2017-01-13T14:11:43.380Z,38.8235016,-122.796669,2.84,0.88,md,9,71,0.01047,0.03,nc,nc72751660,2017-01-13T14:13:24.135Z,"6km W of Cobb, California",earthquake,0.49,0.53,0.42,4,automatic,nc,nc
2017-01-13T14:11:28.160Z,38.8250008,-122.7953339,2.52,1.31,md,19,60,0.01162,0.02,nc,nc72751655,2017-01-13T14:26:03.014Z,"6km W of Cobb, California",earthquake,0.28,0.46,0.2,5,automatic,nc,nc
2017-01-13T14:07:59.040Z,47.3213333,-113.118,18.15,1.17,ml,15,168,0.268,0.11,mb,mb80196709,2017-01-13T18:21:00.610Z,"31km ENE of Seeley Lake, Montana",earthquake,0.46,1.29,0.041,2,reviewed,mb,mb
2017-01-13T14:01:06.189Z,63.214,-151.0177,0,1.6,ml,,,,0.45,ak,ak15067652,2017-01-13T14:12:05.934Z,"105km W of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-13T13:45:48.370Z,33.6996667,-116.7126667,16.37,0.41,ml,21,103,0.01441,0.1,ci,ci37567295,2017-01-13T15:21:08.382Z,"4km S of Idyllwild, CA",earthquake,0.26,0.35,0.143,8,reviewed,ci,ci
2017-01-13T13:41:44.380Z,19.1086667,-155.4695,29.657,1.8,md,48,175,0.04702,0.09,hv,hv61560551,2017-01-13T18:52:49.670Z,"10km S of Pahala, Hawaii",earthquake,0.51,0.8,0.119,21,reviewed,hv,hv
2017-01-13T13:32:40.450Z,33.9175,-116.705,13.56,0.7,ml,37,57,0.1136,0.1,ci,ci37567287,2017-01-13T15:17:20.669Z,"8km E of Cabazon, CA",earthquake,0.13,0.37,0.146,17,reviewed,ci,ci
2017-01-13T13:26:05.530Z,47.303,-113.1238333,5.69,0.59,ml,5,226,0.259,0.2,mb,mb80196749,2017-01-13T18:57:12.630Z,"30km ENE of Seeley Lake, Montana",earthquake,1.45,11.28,,0,reviewed,mb,mb
2017-01-13T13:14:48.660Z,-58.9019,-26.2726,160.7,5,mb,,87,15.949,0.53,us,us10007t3c,2017-01-13T13:32:45.040Z,"20km NE of Bristol Island, South Sandwich Islands",earthquake,11.8,7.8,0.065,76,reviewed,us,us
2017-01-13T13:12:14.270Z,34.671,-116.2255,5.88,1.32,ml,16,81,0.06222,0.16,ci,ci37567279,2017-01-13T14:29:27.606Z,"8km SW of Ludlow, CA",earthquake,0.33,0.87,0.122,20,reviewed,ci,ci
2017-01-13T13:09:07.860Z,49.2013333,-119.4638333,0.1,1.94,ml,12,191,0.1609,0.27,uw,uw61228527,2017-01-13T18:42:37.390Z,"6km ENE of Oliver, Canada",earthquake,0.98,1.13,0.069,13,reviewed,uw,uw
2017-01-13T12:45:52.090Z,39.8658333,-120.7348328,-1.55,2.63,md,10,138,0.2123,0.3,nc,nc72751645,2017-01-13T16:11:50.546Z,"16km SE of East Quincy, California",earthquake,1.26,4.13,0.33,6,automatic,nc,nc
2017-01-13T12:39:49.450Z,34.233,-117.4788333,8.42,0.66,ml,24,55,0.003138,0.16,ci,ci37567271,2017-01-13T15:06:00.893Z,"4km SSE of Lytle Creek, CA",earthquake,0.25,0.46,0.114,7,reviewed,ci,ci
2017-01-13T12:38:18.160Z,33.5138333,-116.4485,7.86,0.38,ml,15,102,0.0213,0.15,ci,ci37567263,2017-01-13T14:30:14.262Z,"21km SW of La Quinta, CA",earthquake,0.35,0.72,0.111,8,reviewed,ci,ci
2017-01-13T12:31:04.900Z,36.0235,-120.5785,3.95,0.56,md,12,129,0.03675,0.02,nc,nc72751640,2017-01-13T19:20:16.010Z,"23km WSW of Coalinga, California",earthquake,0.34,0.64,0.09,6,reviewed,nc,nc
2017-01-13T12:28:39.820Z,26.5837,127.8165,52.85,4.6,mb,,70,0.479,1.08,us,us10007t3b,2017-01-17T13:28:25.779Z,"15km W of Nago, Japan",earthquake,7.5,7.3,0.082,44,reviewed,us,us
2017-01-13T12:23:53.289Z,64.579,-149.8282,17.9,1.5,ml,,,,0.67,ak,ak15067399,2017-01-13T12:36:49.093Z,"34km W of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-01-13T12:18:29.406Z,61.4843,-151.2699,83.2,3.4,ml,,,,0.6,ak,ak15067389,2017-01-13T12:36:48.859Z,"70km W of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-13T12:04:54.126Z,38.3927,-118.9108,7.3,1.1,ml,9,146.66,0.131,0.1562,nn,nn00573752,2017-01-13T16:43:02.863Z,"28km WSW of Hawthorne, Nevada",earthquake,,7.1,0.27,5,reviewed,nn,nn
2017-01-13T12:04:39.962Z,64.4609,-147.7329,15.4,1.3,ml,,,,0.4,ak,ak15067386,2017-01-13T12:19:28.211Z,"37km SSW of North Pole, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T11:57:31.740Z,38.8338333,-122.7715,1.65,0.27,md,19,95,0.003579,0.03,nc,nc72751635,2017-01-13T18:16:59.327Z,"4km WNW of Cobb, California",earthquake,0.19,0.26,0.041,4,reviewed,nc,nc
2017-01-13T11:56:18.023Z,63.3348,-144.8831,0,1.8,ml,,,,0.78,ak,ak15067383,2017-01-13T12:08:31.988Z,"62km SSE of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T11:48:41.410Z,19.4175,-155.667,11.859,0.86,md,11,133,0.03998,0.1,hv,hv61560461,2017-01-14T00:39:10.700Z,"21km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.72,1.4,0.065,5,reviewed,hv,hv
2017-01-13T11:48:09.910Z,19.4278333,-155.2716667,1.242,0.57,md,9,213,0.003835,0.05,hv,hv61560456,2017-01-14T00:45:17.390Z,"3km W of Volcano, Hawaii",earthquake,0.58,0.5,0.05,6,reviewed,hv,hv
2017-01-13T11:45:12.700Z,18.1737,-66.151,35,2.2,Md,4,140.4,0.21110409,0.07,pr,pr17013004,2017-01-13T15:55:54.078Z,"1km ESE of Cidra, Puerto Rico",earthquake,0.7,1.7,0,2,reviewed,pr,pr
2017-01-13T11:37:28.870Z,33.674,-116.7258333,14.27,0.4,ml,17,97,0.04165,0.12,ci,ci37567255,2017-01-13T14:30:16.422Z,"7km S of Idyllwild, CA",earthquake,0.41,0.52,0.095,12,reviewed,ci,ci
2017-01-13T11:27:17.663Z,60.0608,-140.1508,9.1,1.6,ml,,,,0.79,ak,ak15067137,2017-01-13T11:35:44.872Z,"61km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T10:57:53.290Z,60.1613,-151.7013,54.4,1.9,ml,,,,0.43,ak,ak15067133,2017-01-13T11:08:40.986Z,"31km SW of Cohoe, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-01-13T10:55:03.790Z,19.5813333,-156.0186667,36.12,1.89,md,17,206,0.07171,0.1,hv,hv61560426,2017-01-14T01:19:19.540Z,"6km SSW of Kailua-Kona, Hawaii",earthquake,0.83,1.57,0.003,6,reviewed,hv,hv
2017-01-13T10:47:47.816Z,59.8827,-151.7506,35,1.4,ml,,,,0.4,ak,ak15067131,2017-01-13T10:53:43.238Z,"12km NNE of Anchor Point, Alaska",earthquake,,2.8,,,automatic,ak,ak
2017-01-13T10:43:17.070Z,47.3175,-113.1263333,20.91,3.01,ml,26,87,0.261,0.18,mb,mb80196669,2017-01-13T14:59:15.910Z,"31km ENE of Seeley Lake, Montana",earthquake,0.56,0.79,0.321,12,reviewed,mb,mb
2017-01-13T10:43:10.880Z,47.3246667,-113.1191667,20.85,2,ml,20,168,0.268,0.17,mb,mb80196679,2017-01-13T15:12:14.360Z,"32km ENE of Seeley Lake, Montana",earthquake,0.7,1.19,,0,reviewed,mb,mb
2017-01-13T10:34:12.936Z,61.5953,-151.6245,76.9,2,ml,,,,0.62,ak,ak15067126,2017-01-13T10:49:00.653Z,"85km W of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-13T10:24:22.690Z,38.8251648,-122.7783356,1.44,0.88,md,11,77,0.008447,0.01,nc,nc72751615,2017-01-13T10:26:00.999Z,"4km W of Cobb, California",earthquake,0.38,0.48,0.05,3,automatic,nc,nc
2017-01-13T09:51:00.288Z,36.6968,-116.2967,4.1,-0.1,ml,14,96.44,0.062,0.1269,nn,nn00573750,2017-01-13T17:58:22.213Z,"47km ESE of Beatty, Nevada",earthquake,,2,0.15,7,reviewed,nn,nn
2017-01-13T09:49:55.470Z,36.6531677,-121.2853317,6.24,1.49,md,9,146,0.0164,0.06,nc,nc72751610,2017-01-13T10:05:02.487Z,"19km SSE of Ridgemark, California",earthquake,0.58,1.66,0.3,9,automatic,nc,nc
2017-01-13T09:47:45.180Z,33.6885,-116.708,16.29,0.61,ml,19,55,0.02574,0.17,ci,ci37567247,2017-01-13T14:30:18.375Z,"6km S of Idyllwild, CA",earthquake,0.5,0.64,0.186,12,reviewed,ci,ci
2017-01-13T09:46:09.615Z,63.2017,-150.2801,97.1,1.9,ml,,,,0.73,ak,ak15067116,2017-01-13T09:59:04.767Z,"69km WSW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-01-13T09:44:41.666Z,59.4458,-150.7441,31.2,1.1,ml,,,,0.17,ak,ak15067115,2017-01-13T22:12:49.895Z,"44km SE of Fritz Creek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-01-13T09:33:47.540Z,33.503,-116.5093333,15.1,0.4,ml,19,103,0.07277,0.15,ci,ci37567239,2017-01-13T14:30:33.889Z,"16km ESE of Anza, CA",earthquake,0.39,0.61,0.129,7,reviewed,ci,ci
2017-01-13T09:32:05.090Z,38.8131676,-122.8144989,2.29,0.96,md,12,139,0.01078,0.06,nc,nc72751605,2017-01-13T09:33:41.073Z,"6km NW of The Geysers, California",earthquake,0.51,0.59,0.13,5,automatic,nc,nc
2017-01-13T09:24:23.199Z,37.9879,-118.2201,3.5,2.3,ml,19,41.47,0.346,0.1786,nn,nn00573749,2017-01-13T17:45:48.708Z,"68km NNE of Dixon Lane-Meadow Creek, California",earthquake,,1.5,0.21,12,reviewed,nn,nn
2017-01-13T09:22:12.660Z,38.8136673,-122.8148346,2.66,0.97,md,11,109,0.0104,0.03,nc,nc72751595,2017-01-13T09:23:51.378Z,"6km NW of The Geysers, California",earthquake,0.38,0.58,0.14,4,automatic,nc,nc
2017-01-13T09:15:50.920Z,47.64,-113.7818333,5.99,-0.18,md,5,187,0.272,0.03,mb,mb80196744,2017-01-13T18:51:02.500Z,"25km E of Pablo, Montana",earthquake,0.83,6.42,,1,reviewed,mb,mb
2017-01-13T09:15:47.092Z,61.7557,-148.2476,7.5,1.6,ml,,,,0.51,ak,ak15066866,2017-01-13T09:22:15.824Z,"32km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T09:15:42.590Z,37.5213333,-113.0986667,1.6,0.37,ml,6,88,0.07447,0.16,uu,uu60181557,2017-01-13T15:25:27.200Z,"17km S of Cedar City, Utah",earthquake,0.99,11.75,0.292,3,reviewed,uu,uu
2017-01-13T09:09:17.310Z,34.3065,-116.9158333,2.3,1.09,ml,54,32,0.04428,0.16,ci,ci37567223,2017-01-13T15:00:12.365Z,"7km N of Big Bear Lake, CA",earthquake,0.15,0.25,0.118,26,reviewed,ci,ci
2017-01-13T08:55:42.997Z,61.7287,-148.2393,17.8,0.9,ml,,,,1.05,ak,ak15066863,2017-01-13T09:01:55.516Z,"33km ESE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T08:50:31.500Z,20.179,-155.8396667,36.696,2.4,ml,29,145,0.05732,0.12,hv,hv61560231,2017-01-14T01:39:41.560Z,"6km S of Hawi, Hawaii",earthquake,0.69,0.76,0.199,11,reviewed,hv,hv
2017-01-13T08:40:57.170Z,38.7878342,-122.8566666,17.07,0.93,md,8,226,0.03004,0.03,nc,nc72751585,2017-01-13T08:42:36.310Z,"8km W of The Geysers, California",earthquake,3.79,5.42,0.24,2,automatic,nc,nc
2017-01-13T08:39:06.630Z,36.0741667,-117.6783333,2,1.42,ml,13,168,0.08573,0.11,ci,ci37567215,2017-01-13T14:30:52.637Z,"24km E of Coso Junction, CA",earthquake,0.25,0.35,0.259,18,reviewed,ci,ci
2017-01-13T08:29:00.376Z,61.6742,-147.4856,32.5,1.1,ml,,,,0.87,ak,ak15066862,2017-01-13T08:34:01.730Z,"73km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T08:24:01.750Z,37.5493333,-113.6713333,2.2,1.21,md,6,157,0.1715,0.17,uu,uu60181552,2017-01-13T15:11:03.190Z,"5km ESE of Enterprise, Utah",earthquake,0.78,4.43,0.27,5,reviewed,uu,uu
2017-01-13T08:19:46.354Z,58.7082,-134.3854,0,1.4,ml,,,,0.56,ak,ak15066861,2017-01-13T08:27:48.507Z,"45km N of Juneau, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-01-13T08:15:38.948Z,38.3616,-118.912,13.9,0.9,ml,4,228.81,0.338,0.0204,nn,nn00573917,2017-01-14T01:58:18.159Z,"30km SW of Hawthorne, Nevada",earthquake,,3.9,0.09,2,reviewed,nn,nn
2017-01-13T08:01:38.281Z,64.6661,-149.3225,22.7,0.2,ml,,,,0.59,ak,ak15066856,2017-01-13T22:00:56.193Z,"13km NW of North Nenana, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-01-13T07:57:53.990Z,46.8148333,-112.2898333,12.68,0.73,ml,8,108,0.072,0.04,mb,mb80196704,2017-01-13T18:14:26.920Z,"19km WNW of Helena Valley Northwest, Montana",earthquake,0.28,0.43,0.2,2,reviewed,mb,mb
2017-01-13T07:49:35.970Z,37.5798333,-119.013,2.23,0.27,md,10,226,0.03232,0.09,nc,nc72751580,2017-01-13T19:12:41.012Z,"8km SSW of Mammoth Lakes, California",earthquake,1,0.78,0.138,8,reviewed,nc,nc
2017-01-13T07:47:22.334Z,37.3112,-115.8901,0,-0.3,ml,4,301.84,0.191,0.1316,nn,nn00573915,2017-01-14T01:49:04.274Z,"64km W of Alamo, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2017-01-13T07:35:43.510Z,33.309,-116.4035,5.47,0.78,ml,24,103,0.04227,0.22,ci,ci37567207,2017-01-13T14:30:50.472Z,"6km NNW of Borrego Springs, CA",earthquake,0.38,1.23,0.15,18,reviewed,ci,ci
2017-01-13T07:33:34.805Z,36.7042,-116.3184,8.1,-0.1,ml,13,130.32,0.061,0.1062,nn,nn00573908,2017-01-14T01:20:57.195Z,"45km ESE of Beatty, Nevada",earthquake,,1.4,0.45,3,reviewed,nn,nn
2017-01-13T07:28:07.220Z,46.2825,-122.0728333,8.31,0.11,ml,9,197,0.05825,0.12,uw,uw61228497,2017-01-13T18:26:21.820Z,"34km SSE of Morton, Washington",earthquake,0.63,0.79,0.116,5,reviewed,uw,uw
2017-01-13T07:10:17.010Z,61.5145,-151.0212,79.2,0.9,ml,,,,0.06,ak,ak15066612,2017-01-13T07:19:05.160Z,"56km W of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2017-01-13T07:04:34.494Z,38.3995,-118.8696,14.7,0.8,ml,3,285.22,0.322,0.0378,nn,nn00573903,2017-01-14T01:08:28.448Z,"25km WSW of Hawthorne, Nevada",earthquake,,11.3,0,1,reviewed,nn,nn
2017-01-13T06:58:34.013Z,65.5199,-149.842,6.7,1.6,ml,,,,0.67,ak,ak15066608,2017-01-13T07:14:52.889Z,"68km NNE of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T06:42:58.760Z,-6.2452,147.5543,65.58,4.7,mb,,89,3.163,0.61,us,us10007t19,2017-01-13T08:09:34.040Z,"52km NW of Finschhafen, Papua New Guinea",earthquake,7.8,5.5,0.113,24,reviewed,us,us
2017-01-13T06:42:51.070Z,38.8246651,-122.8590012,2.35,1.49,md,22,70,0.003322,0.04,nc,nc72751570,2017-01-13T06:57:03.118Z,"10km WNW of The Geysers, California",earthquake,0.24,0.46,0.19,6,automatic,nc,nc
2017-01-13T06:39:16.518Z,38.7031,-118.8145,14,0.7,ml,6,158.8,0.24,0.1522,nn,nn00573902,2017-01-14T01:02:06.301Z,"25km NW of Hawthorne, Nevada",earthquake,,5.8,0.17,2,reviewed,nn,nn
2017-01-13T06:30:22.900Z,33.6658333,-116.925,15.13,0.7,ml,24,42,0.02121,0.1,ci,ci37567199,2017-01-13T14:31:07.160Z,"10km SSW of Valle Vista, CA",earthquake,0.25,0.32,0.121,20,reviewed,ci,ci
2017-01-13T06:22:33.399Z,38.3658,-118.8895,14.4,0.8,ml,5,172.09,0.315,0.1251,nn,nn00573734,2017-01-13T19:50:01.117Z,"29km SW of Hawthorne, Nevada",earthquake,,2.4,0.08,2,reviewed,nn,nn
2017-01-13T06:14:05.139Z,38.4281,-118.8718,11.9,0.6,ml,3,292.25,0.338,0.0353,nn,nn00573896,2017-01-14T00:43:37.739Z,"24km WSW of Hawthorne, Nevada",earthquake,,30.9,0.09,2,reviewed,nn,nn
2017-01-13T06:13:03.397Z,38.375,-118.9274,0,0.7,ml,3,251.64,0.333,0.283,nn,nn00573895,2017-01-14T00:40:33.319Z,"29km ENE of Bridgeport, California",earthquake,,0,0,1,reviewed,nn,nn
2017-01-13T06:10:20.780Z,12.2459,141.0757,10,4.8,mb,,59,3.931,0.6,us,us10007t18,2017-01-13T06:45:07.040Z,"280km NNE of Fais, Micronesia",earthquake,10.9,1.9,0.086,42,reviewed,us,us
2017-01-13T06:05:45.842Z,61.3924,-149.8723,36,1.6,ml,,,,0.5,ak,ak15066598,2017-01-13T06:12:11.759Z,"15km SSE of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-01-13T06:01:59.740Z,33.9466667,-116.6026667,14.05,0.71,ml,26,49,0.02316,0.25,ci,ci37567191,2017-01-13T14:31:10.183Z,"7km NW of Garnet, CA",earthquake,0.42,1.07,0.108,26,reviewed,ci,ci
2017-01-13T06:00:32.040Z,33.4846667,-116.4628333,14.9,0.62,ml,22,104,0.04955,0.18,ci,ci37567183,2017-01-13T14:31:28.206Z,"21km ESE of Anza, CA",earthquake,0.49,0.92,0.101,15,reviewed,ci,ci
2017-01-13T05:59:29.740Z,37.5673333,-119.0041667,1.45,0.33,md,11,226,0.04657,0.04,nc,nc72751555,2017-01-13T17:16:48.364Z,"9km SSW of Mammoth Lakes, California",earthquake,1.4,2.92,0.144,9,reviewed,nc,nc
2017-01-13T05:58:30.440Z,38.4231,-118.9038,7.3,1.1,ml,10,83.04,0.114,0.161,nn,nn00573768,2017-01-13T17:05:12.777Z,"26km WSW of Hawthorne, Nevada",earthquake,,1.7,0.15,2,reviewed,nn,nn
2017-01-13T05:51:42.855Z,39.1503,-118.0975,13.9,0.6,ml,4,187.6,0.102,0.0427,nn,nn00573892,2017-01-14T00:37:22.327Z,"34km NNW of Gabbs, Nevada",earthquake,,3.5,0.8,4,reviewed,nn,nn
2017-01-13T05:49:50.350Z,46.3173333,-122.0265,5.81,0.61,ml,8,319,0.1055,0.18,uw,uw61228482,2017-01-13T18:48:22.700Z,"32km SE of Morton, Washington",earthquake,1.14,3.12,0.11,4,reviewed,uw,uw
2017-01-13T05:46:08.690Z,52.539,-176.334,176.54,4.5,mb,,112,0.692,0.62,us,us10007t12,2017-01-13T20:52:49.986Z,"76km NNE of Adak, Alaska",earthquake,9.1,13.5,0.046,136,reviewed,us,us
2017-01-13T05:32:23.563Z,41.8994,-119.637,9.4,1.8,ml,5,216.7,0.129,0.1065,nn,nn00573726,2017-01-13T05:55:47.741Z,"66km ESE of Lakeview, Oregon",earthquake,,4,0.29,4,reviewed,nn,nn
2017-01-13T05:31:58.860Z,-10.6853,161.9326,33.95,4.7,mb,,52,2.314,0.85,us,us10007t0y,2017-01-13T06:01:47.040Z,"25km S of Kirakira, Solomon Islands",earthquake,7.6,5.7,0.106,27,reviewed,us,us
2017-01-13T05:31:41.740Z,47.308,-113.132,20.36,0.43,ml,6,229,0.255,0.03,mb,mb80196734,2017-01-13T18:45:22.440Z,"30km ENE of Seeley Lake, Montana",earthquake,0.84,1.4,,0,reviewed,mb,mb
2017-01-13T05:30:52.060Z,-6.7621,68.5457,10,5.1,mb,,121,3.93,1.18,us,us10007t0z,2017-01-13T05:57:00.040Z,"Chagos Archipelago region",earthquake,9.3,1.8,0.078,54,reviewed,us,us
2017-01-13T05:21:26.030Z,32.9736667,-115.5376667,3.11,1.44,ml,21,80,0.07437,0.23,ci,ci37567103,2017-01-13T14:48:36.760Z,"1km SW of Brawley, CA",earthquake,0.31,0.46,0.257,14,reviewed,ci,ci
2017-01-13T05:12:42.026Z,38.287,-118.8283,5.4,0.8,ml,4,297.1,0.257,0.0285,nn,nn00573891,2017-01-14T00:25:02.733Z,"31km SW of Hawthorne, Nevada",earthquake,,56.7,0,1,reviewed,nn,nn
2017-01-13T05:10:39.600Z,33.4545,-116.9213333,13.06,1.69,ml,57,36,0.112,0.22,ci,ci37567095,2017-01-13T14:32:13.920Z,"5km WNW of Aguanga, CA",earthquake,0.21,0.63,0.146,26,reviewed,ci,ci
2017-01-13T05:06:45.820Z,46.755,-112.088,4.99,1.55,ml,16,135,0.167,0.1,mb,mb80196664,2017-01-13T15:20:27.740Z,"3km NNW of Helena Valley Northwest, Montana",earthquake,0.38,1.25,0.039,2,reviewed,mb,mb
2017-01-13T04:51:34.549Z,38.3594,-118.9191,7.6,0.8,ml,6,178.49,0.316,0.1475,nn,nn00573890,2017-01-14T00:21:58.101Z,"29km ENE of Bridgeport, California",earthquake,,2.8,0.05,2,reviewed,nn,nn
2017-01-13T04:46:56.373Z,63.1103,-150.8005,133.1,1.8,ml,,,,0.4,ak,ak15066340,2017-01-13T04:59:56.543Z,"94km NNW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-13T04:46:37.017Z,38.4152,-118.9261,8.4,1.2,ml,8,174.85,0.133,0.1647,nn,nn00573722,2017-01-13T19:43:45.429Z,"28km WSW of Hawthorne, Nevada",earthquake,,1.6,0.09,3,reviewed,nn,nn
2017-01-13T04:46:17.900Z,18.9843,-65.3216,73,3,Md,4,266.4,0.67373646,0.27,pr,pr17013003,2017-01-13T08:42:21.324Z,"75km N of Culebra, Puerto Rico",earthquake,7.5,9.6,0,3,reviewed,pr,pr
2017-01-13T04:42:53.300Z,19.2455,-65.3405,35,3,Md,9,270,0.9342479,0.23,pr,pr17013002,2017-01-13T11:28:17.204Z,"104km NNE of Luquillo, Puerto Rico",earthquake,2.7,15.6,0,6,reviewed,pr,pr
2017-01-13T04:31:58.980Z,46.1968333,-122.178,6.12,-0.15,ml,5,236,0.04067,0.04,uw,uw61228472,2017-01-13T18:55:41.420Z,"38km NNE of Amboy, Washington",earthquake,0.53,0.44,0.063,3,reviewed,uw,uw
2017-01-13T04:28:13.890Z,47.2973333,-113.1628333,19.02,0.5,ml,7,191,0.232,0.12,mb,mb80196724,2017-01-13T18:39:36.650Z,"27km ENE of Seeley Lake, Montana",earthquake,0.87,1.35,,0,reviewed,mb,mb
2017-01-13T04:25:43.007Z,61.5657,-149.6999,34,1.6,ml,,,,0.63,ak,ak15066114,2017-01-13T04:39:35.948Z,"7km NW of Knik-Fairview, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-13T04:20:52.940Z,41.0726667,-121.9578333,3.84,1.22,md,5,169,0.2364,0.09,nc,nc72751540,2017-01-13T17:00:03.345Z,"25km SE of McCloud, California",earthquake,1.01,8.83,0.172,5,reviewed,nc,nc
2017-01-13T04:13:06.220Z,36.0238333,-117.772,1.41,0.7,ml,16,111,0.005634,0.11,ci,ci37567087,2017-01-13T14:45:04.869Z,"16km NE of Little Lake, CA",earthquake,0.17,0.12,0.183,11,reviewed,ci,ci
2017-01-13T04:08:52.102Z,38.4018,-118.9156,10.7,0.9,ml,4,241.71,0.355,0.1213,nn,nn00573882,2017-01-13T23:56:57.468Z,"28km WSW of Hawthorne, Nevada",earthquake,,7.3,0,1,reviewed,nn,nn
2017-01-13T04:03:18.590Z,36.5738333,-121.128,10.6,2.43,md,47,65,0.04999,0.04,nc,nc72751530,2017-01-14T01:33:03.515Z,"24km NE of Soledad, California",earthquake,0.11,0.23,0.19,68,reviewed,nc,nc
2017-01-13T03:58:38.380Z,38.8185005,-122.7958298,2.44,1.23,md,17,73,0.01053,0.02,nc,nc72751525,2017-01-13T04:14:02.796Z,"5km NW of The Geysers, California",earthquake,0.24,0.47,0.1,6,automatic,nc,nc
2017-01-13T03:55:09.051Z,38.4261,-118.8893,14.7,0.8,ml,6,214.01,0.349,0.1297,nn,nn00573880,2017-01-13T23:53:45.937Z,"25km WSW of Hawthorne, Nevada",earthquake,,2.4,0.18,2,reviewed,nn,nn
2017-01-13T03:53:51.580Z,37.4358333,-118.6258333,3.19,1.35,md,20,148,0.0964,0.08,nc,nc72751520,2017-01-13T17:17:02.398Z,"17km WNW of West Bishop, California",earthquake,0.35,31.61,0.153,17,reviewed,nc,nc
2017-01-13T03:46:05.760Z,36.0226667,-117.769,1.49,0.7,ml,10,85,0.003954,0.07,ci,ci37567071,2017-01-13T17:15:09.586Z,"16km NE of Little Lake, CA",earthquake,0.15,0.17,0.37,3,reviewed,ci,ci
2017-01-13T03:42:48.940Z,19.8411667,-155.3655,29.841,2.44,ml,42,91,0.1072,0.13,hv,hv61559741,2017-01-13T19:17:36.520Z,"27km W of Pepeekeo, Hawaii",earthquake,0.41,1.04,0.168,17,reviewed,hv,hv
