BASKETID,SECTION,OBJECTID,the_geom,LOCATION_DESCRIPTION,BASKETTYPE,OWNERTYPE,STREETNAME1,STREETNAME2,DIRECTION,STATEPLANE_LABELX,STATEPLANE_LABELY,STATEPLANE_SNAPPEDX,STATEPLANE_SNAPPEDY
41040005,QE104,11761,POINT (-73.8406573163733 40.6609911458888),NW corner of CROSS BAY BLVD and 158 AV,Standard Wire Basket,DSNY-owned,CROSS BAY BLVD,158 AV,NW,1028458.89090089,180130.49051072,1028500.09193398,180103.15362313
41160008,QE116,11762,POINT (-73.77028062488839 40.761598272001336),NW corner of BELL BLVD and 43 AV,High-End Basket,DSNY-owned,BELL BLVD,43 AV,NW,1047888.24114972,216827.94434664,1047945.85356732,216782.9785573
41210031,QE121,11763,POINT (-73.80671104973639 40.701919288379614),NE corner of JAMAICA AV and 148 ST,High-End Basket,BID-owned,JAMAICA AV,148 ST,NE,1037844.1240989,195060.7129468,1037829.70910148,195037.44790147
41220012,QE122,11764,POINT (-73.77347599745302 40.71003344858545),W corner of JAMAICA AV and 186 ST,Standard Wire Basket,DSNY-owned,JAMAICA AV,186 ST,W,1047051.62864973,198039.01637338,1047104.40151006,198024.43963088
41210032,QE121,11765,POINT (-73.80220939839236 40.70293202973577),N corner of 153 ST and JAMAICA AV,High-End Basket,BID-owned,153 ST,JAMAICA AV,N,1039091.47331023,195432.47007731,1039075.35293564,195399.00229646
41210033,QE121,11766,POINT (-73.79283146773554 40.70645302214063),NW corner of JAMAICA AV and 168 ST,High-End Basket,BID-owned,JAMAICA AV,168 ST,NW,1041688.6380634,196721.27950755,1041752.22750315,196720.38416813
41230030,QE123,11767,POINT (-73.79556454999131 40.68889328282087),N corner of 111 AV and SUTPHIN BLVD,Standard Wire Basket,DSNY-owned,111 AV,SUTPHIN BLVD,N,1040945.8127774,190321.98456338,1040940.65891631,190277.52402239
41210035,QE121,11768,POINT (-73.79226569870758 40.70626279279918),SE corner of JAMAICA AV and 168 ST,High-End Basket,BID-owned,JAMAICA AV,168 ST,SE,1041845.66366798,196652.34493414,1041817.71293648,196670.46300814
41250008,QE125,11769,POINT (-73.79525105635527 40.68864580759402),E corner of 111 AV and SUTPHIN BLVD,Standard Wire Basket,DSNY-owned,111 AV,SUTPHIN BLVD,E,1041032.96352173,190232.02542572,1040966.3147049,190225.60942805
41210036,QE121,11770,POINT (-73.7926438785652 40.7061349307867),SW corner of JAMAICA AV and 168 ST,High-End Basket,BID-owned,JAMAICA AV,168 ST,SW,1041740.92207956,196605.51267871,1041734.25837898,196638.0385323
41210037,QE121,11771,POINT (-73.76866994689408 40.7122830908151),S corner of JAMAICA AV and 191 ST,Standard Wire Basket,DSNY-owned,JAMAICA AV,191 ST,S,1048381.8845194,198862.10823113,1048398.50029981,198911.33451064
41250010,QE125,11772,POINT (-73.75572043724289 40.693270880006786),SE corner of LINDEN BLVD and 196 ST,Standard Wire Basket,DSNY-owned,LINDEN BLVD,196 ST,SE,1051991.17585723,191945.16602831,1051937.46631898,191979.9474548
41160009,QE116,11773,POINT (-73.7705831427986 40.76232722793681),Location Description T/K,High-End Basket,DSNY-owned,Street Name TBD,,Direction TBD,1047803.74099064,217093.30634871,1047835.93559288,217104.98461609
41210038,QE121,11774,POINT (-73.79240787689157 40.706587396444114),NE corner of JAMAICA AV and 168 ST,High-End Basket,BID-owned,JAMAICA AV,168 ST,NE,1041805.96394423,196770.51398914,1041789.48989581,196735.8001478
41250011,QE125,11775,POINT (-73.79197041340069 40.68104044244798),SE corner of SUTPHIN BLVD and 116 DR,Standard Wire Basket,DSNY-owned,SUTPHIN BLVD,116 DR,SE,1041949.35538973,187463.32197364,1041886.06581815,187491.40984397
41220013,QE122,11776,POINT (-73.77521471108808 40.709544304492724),W corner of JAMAICA AV and 184 PL,Standard Wire Basket,DSNY-owned,JAMAICA AV,184 PL,W,1046570.04824807,197859.56528872,1046621.67609756,197841.61191255
41250012,QE125,11777,POINT (-73.792376681616 40.68239617674595),SE corner of SUTPHIN BLVD and 116 AV,Standard Wire Basket,DSNY-owned,SUTPHIN BLVD,116 AV,SE,1041835.50259906,187956.98634063,1041778.37147973,188004.38519597
41020016,QE102,11778,POINT (-73.83209668778397 40.678632735875574),NE corner of ROCKAWAY BLVD and 107 ST,Standard Wire Basket,DSNY-owned,ROCKAWAY BLVD,107 ST,NE,1030821.65389189,186562.24569181,1030796.37999231,186521.3363248
41210073,QE121,11779,POINT (-73.79961487330803 40.70337482667406),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1039810.48269898,195595.42874089,1039792.18967822,195630.56134848
41110005,QE111,11780,POINT (-73.78278970060308 40.75791856964604),SW corner of 43 AV and 201 ST,High-End Basket,DSNY-owned,43 AV,201 ST,SW,1044426.25529157,215478.47263613,1044505.56845315,215527.9613823
41040017,QE104,11781,POINT (-73.8387577337496 40.65609719481731),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1028989.19791114,178348.45536089,1028948.63778215,178340.62990115
41120008,QE112,11782,POINT (-73.77034278921637 40.76290876062095),NE corner of BELL BLVD and 42 AV,High-End Basket,DSNY-owned,BELL BLVD,42 AV,NE,1047869.76841764,217305.3515283,1047846.94628482,217247.65610564
41210074,QE121,11783,POINT (-73.75648433218367 40.71333084807519),SW corner of JAMAICA AV and 204 ST,Standard Wire Basket,DSNY-owned,JAMAICA AV,204 ST,SW,1051759.02507481,199252.99261996,1051795.17657731,199278.3285273
30930018,BKN093,11784,POINT (-73.95057936094284 40.65852708658385),SW corner of NOSTRAND AV and FENIMORE ST,Standard Wire Basket,DSNY-owned,NOSTRAND AV,FENIMORE ST,SW,997962.31737973,179196.42544971,997983.71595898,179239.48737146
30920014,BKN092,11785,POINT (-73.95706649232542 40.66444989046804),NE corner of BEDFORD AV and SULLIVAN PL,Standard Wire Basket,DSNY-owned,BEDFORD AV,SULLIVAN PL,NE,996161.38430181,181353.31942989,996126.93161482,181325.06062813
30930019,BKN093,11786,POINT (-73.95669113687359 40.65685254507875),NW corner of BEDFORD AV and WINTHROP ST,Standard Wire Basket,DSNY-owned,BEDFORD AV,WINTHROP ST,NW,996266.88704357,178585.44602864,996299.61171565,178553.73743063
30830022,BKN083,11787,POINT (-73.93104014042753 40.67163133663392),NW corner of UTICA AV and STERLING PL,Standard Wire Basket,DSNY-owned,UTICA AV,STERLING PL,NW,1003379.77832957,183974.33354481,1003406.73300006,183946.70236647
30820042,BKN082,11788,POINT (-73.94993845986416 40.67777331165514),NW corner of NOSTRAND AV and PACIFIC ST,High-End Basket,DSNY-owned,NOSTRAND AV,PACIFIC ST,NW,998136.13035232,186208.46851222,998160.55287564,186189.6342323
30920016,BKN092,11789,POINT (-73.9573884135885 40.66331516953009),SW corner of EMPIRE BLVD and BEDFORD AV,Standard Wire Basket,DSNY-owned,EMPIRE BLVD,BEDFORD AV,SW,996072.27522807,180939.8652043,996094.03469898,180982.63021064
30920017,BKN092,11790,POINT (-73.94773311559213 40.66311870525284),SE corner of NEW YORK AV and STERLING ST,Standard Wire Basket,DSNY-owned,NEW YORK AV,STERLING ST,SE,998751.01921439,180869.73837605,998700.31229481,180920.3042198
30830025,BKN083,11791,POINT (-73.93035490331387 40.674870560951284),SE corner of UTICA AV and BERGEN ST,Standard Wire Basket,DSNY-owned,UTICA AV,BERGEN ST,SE,1003568.92394865,185154.62514746,1003541.38824256,185196.2405498
30820047,BKN082,11792,POINT (-73.9414797710727 40.67552530632003),SE corner of KINGSTON AV and BERGEN ST,Standard Wire Basket,DSNY-owned,KINGSTON AV,BERGEN ST,SE,1000482.89075065,185390.91010797,1000466.37470756,185415.72501896
30910027,BKN091,11793,POINT (-73.93104875291513 40.667628240534526),SE corner of UTICA AV and UNION ST,High-End Basket,DSNY-owned,UTICA AV,UNION ST,SE,1003378.53719032,182515.89092363,1003354.19045423,182570.00892563
30910028,BKN091,11794,POINT (-73.95358476573136 40.668857120286084),SW corner of ROGERS AV and UNION ST,Standard Wire Basket,DSNY-owned,ROGERS AV,UNION ST,SW,997126.46406457,182959.48977396,997169.03911065,183038.81048146
30910029,BKN091,11795,POINT (-73.94222969625142 40.66684006033192),NE corner of CARROLL ST and KINGSTON AV,Standard Wire Basket,DSNY-owned,CARROLL ST,KINGSTON AV,NE,1000276.96137248,182226.49123997,1000236.3882909,182205.55361781
30910030,BKN091,11796,POINT (-73.95031480122672 40.6694643862306),SE corner of NOSTRAND AV and EASTERN PKWY,Standard Wire Basket,DSNY-owned,NOSTRAND AV,EASTERN PKWY,SE,998033.46028206,183181.23145646,997996.31107815,183233.19001396
30930022,BKN093,11797,POINT (-73.9502258671821 40.65887146565004),NE corner of NOSTRAND AV and FENIMORE ST,Standard Wire Basket,DSNY-owned,NOSTRAND AV,FENIMORE ST,NE,998060.32407348,179321.94783646,998030.25129898,179278.94267313
30930023,BKN093,11798,POINT (-73.96078406416412 40.6599159527062),SW corner of FLATBUSH AV and BEEKMAN PL,Standard Wire Basket,DSNY-owned,FLATBUSH AV,BEEKMAN PL,SW,995130.76300348,179700.99563479,995152.51099148,179727.02576646
30920021,BKN092,11799,POINT (-73.94768566270325 40.66269369931934),NE corner of NEW YORK AV and LEFFERTS AV,Standard Wire Basket,DSNY-owned,NEW YORK AV,LEFFERTS AV,NE,998764.27673382,180714.90469621,998722.74991398,180686.0527198
30920022,BKN092,11800,POINT (-73.95703685658486 40.663708267272916),NE corner of EMPIRE BLVD and BEDFORD AV,Standard Wire Basket,DSNY-owned,EMPIRE BLVD,BEDFORD AV,NE,996169.73861581,181083.12935346,996149.24784315,181051.30133313
30910031,BKN091,11801,POINT (-73.94263409953373 40.66655572210309),SW corner of CARROLL ST and KINGSTON AV,Standard Wire Basket,DSNY-owned,CARROLL ST,KINGSTON AV,SW,1000164.84020564,182122.82510872,1000199.96611965,182176.73215313
30910032,BKN091,11802,POINT (-73.93147295982031 40.667635238862395),SW corner of UTICA AV and UNION ST,High-End Basket,DSNY-owned,UTICA AV,UNION ST,SW,1003260.85369864,182518.34826779,1003307.17611256,182573.2241423
11130127,MN113,11803,POINT (-73.9371107416942 40.801573947834115),SE corner of 3 AV and E 122 ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,3 AV,E 122 ST,SE,1001661.81424581,231315.24444021,1001652.80606173,231354.81293063
31740081,BKN174,11804,POINT (-73.94730063728277 40.655421084861615),SW corner of NEW YORK AV and CLARKSON AV,Standard Wire Basket,DSNY-owned,NEW YORK AV,CLARKSON AV,SW,998872.69055899,178065.35323679,998884.33423647,178109.25669231
30920024,BKN092,11805,POINT (-73.95406344446441 40.66350096497582),SW corner of EMPIRE BLVD and ROGERS AV,Standard Wire Basket,DSNY-owned,EMPIRE BLVD,ROGERS AV,SW,996994.69693965,181008.02189213,997025.50265232,181058.18452147
30920025,BKN092,11806,POINT (-73.95380114446925 40.66082367192071),NW corner of ROGERS AV and MAPLE ST,Standard Wire Basket,DSNY-owned,ROGERS AV,MAPLE ST,NW,997067.98189806,180032.64753056,997114.97097731,179990.15516147
40750005,QE075,11807,POINT (-73.84556608012389 40.78346889307506),NE corner of COLLEGE PT BLVD and 18 AV,High-End Basket,BID-owned,COLLEGE PT BLVD,18 AV,NE,1027018.3229159,224750.39798988,1026959.66850564,224681.3289023
41030042,QE103,11808,POINT (-73.81915470593069 40.676577850283046),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1034412.90523957,185820.7393008,1034365.052983,185803.20574746
41380006,QE138,11809,POINT (-73.75648483538494 40.66829002154156),SE corner of SPRINGFIELD BLVD and 143 AV,Standard Wire Basket,DSNY-owned,SPRINGFIELD BLVD,143 AV,SE,1051804.50300223,182843.36500621,1051769.57885948,182899.52598313
41160029,QE116,11810,POINT (-73.75544224162051 40.75667653781437),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1052003.82904714,215045.9308503,1052058.9248525,215070.89216178
41360002,QE136,11811,POINT (-73.74471216605228 40.67731793439661),S corner of 225 ST and MERRICK BLVD,High-End Basket,DSNY-owned,225 ST,MERRICK BLVD,S,1055060.79176523,186141.77474797,1055043.87742898,186200.42817396
41220035,QE122,11812,POINT (-73.78142051808477 40.712890927968644),SE corner of HILLSIDE AV and 181 ST,Standard Wire Basket,DSNY-owned,HILLSIDE AV,181 ST,SE,1044846.50674765,199074.48346254,1044777.85432589,199141.08109838
40710118,QE071,11813,POINT (-73.82927428190547 40.75805377908881),S corner of MAIN ST and KISSENA BLVD,PSR Silver Bullet BlackTop Basket,DSNY-owned,MAIN ST,KISSENA BLVD,S,1031548.10814765,215499.21800147,1031515.92907815,215585.7880383
40710120,QE071,11814,POINT (-73.82865200994489 40.7568510008798),NE corner of MAIN ST and SANFORD AV,PSR Silver Bullet BlackTop Basket,DSNY-owned,MAIN ST,SANFORD AV,NE,1031721.35878539,215061.34420531,1031708.61241981,215033.35607229
40710121,QE071,11815,POINT (-73.82867346730953 40.75506304714532),Location Description T/K,PSR Silver Bullet BlackTop Basket,DSNY-owned,Street Name TBD,,Direction TBD,1031716.68819106,214409.92424829,1031695.90066279,214452.4286417
40710122,QE071,11816,POINT (-73.8281799408041 40.75559943759882),N corner of MAIN ST and MAPLE AV,PSR Silver Bullet BlackTop Basket,DSNY-owned,MAIN ST,MAPLE AV,N,1031853.03699973,214605.61611414,1031850.83621673,214565.76514396
40710123,QE071,11817,POINT (-73.82820139891002 40.75392523300047),Location Description T/K,PSR Silver Bullet BlackTop Basket,DSNY-owned,Street Name TBD,,Direction TBD,1031848.28832155,213995.63865955,1031828.95061744,214035.50596859
40710124,QE071,11818,POINT (-73.82775078719159 40.754461633461986),N corner of MAIN ST and FRANKLIN AV,PSR Silver Bullet BlackTop Basket,DSNY-owned,MAIN ST,FRANKLIN AV,N,1031972.74870256,214191.31149656,1031974.89305523,214154.38013996
40710125,QE071,11819,POINT (-73.8289953324571 40.757663690827684),Location Description T/K,PSR Silver Bullet BlackTop Basket,DSNY-owned,Street Name TBD,,Direction TBD,1031625.66540723,215357.2471568,1031603.80125471,215349.26410445
40710126,QE071,11820,POINT (-73.82961760424185 40.75746864635865),NW corner of MAIN ST and 41 RD,PSR Silver Bullet BlackTop Basket,DSNY-owned,MAIN ST,41 RD,NW,1031453.40919006,215285.85031797,1031550.54843147,215321.1802998
40710127,QE071,11821,POINT (-73.83114109954403 40.76052428247564),Location Description T/K,PSR Silver Bullet BlackTop Basket,DSNY-owned,Street Name TBD,,Direction TBD,1031029.19219072,216398.29888047,1031014.63988979,216431.18533027
40710128,QE071,11822,POINT (-73.82770787135654 40.75299871301634),Location Description T/K,PSR Silver Bullet BlackTop Basket,DSNY-owned,Street Name TBD,,Direction TBD,1031985.68699689,213658.34668322,1031964.41487422,213702.69933865
40710130,QE071,11823,POINT (-73.82721434543886 40.752185965411066),Location Description T/K,PSR Silver Bullet BlackTop Basket,DSNY-owned,Street Name TBD,,Direction TBD,1032123.00726031,213362.50639564,1032102.32796621,213405.20984992
40710131,QE071,11824,POINT (-73.82680664982317 40.75265736050071),N corner of MAIN ST and CHERRY AV,PSR Silver Bullet BlackTop Basket,DSNY-owned,MAIN ST,CHERRY AV,N,1032235.62514532,213534.47357138,1032231.82626839,213505.60978396
40710132,QE071,11825,POINT (-73.82667790403138 40.75192588443539),W corner of MAIN ST and DAHLIA AV,PSR Silver Bullet BlackTop Basket,DSNY-owned,MAIN ST,DAHLIA AV,W,1032271.82290757,213268.04431422,1032312.37072673,213263.83861397
31510020,BKS151,11826,POINT (-73.96471906145055 40.60628967894045),SW corner of KINGS HWY and E 8 ST,Standard Wire Basket,DSNY-owned,KINGS HWY,E 8 ST,SW,994046.87639172,160163.04422522,994059.06501564,160198.14750147
31320035,BKS132,11827,POINT (-73.96306905028352 40.58148879078167),NW corner of NEPTUNE AV and BRIGHTON 6 ST,Standard Wire Basket,DSNY-owned,NEPTUNE AV,BRIGHTON 6 ST,NW,994508.84495598,151127.64202046,994560.02858065,151104.46129255
31510021,BKS151,11828,POINT (-73.9647760985394 40.606583410672314),NW corner of KINGS HWY and E 8 ST,Standard Wire Basket,DSNY-owned,KINGS HWY,E 8 ST,NW,994030.99584606,160270.05188522,994054.00268981,160254.62671922
31440012,BKS144,11829,POINT (-73.95606687373652 40.61860664854734),NE corner of AV M and E 19 ST,Standard Wire Basket,DSNY-owned,AV M,E 19 ST,NE,996447.08320548,164651.52212489,996417.32473481,164615.13309005
31320038,BKS132,11830,POINT (-73.96709488832877 40.580232304378924),SE corner of NEPTUNE AV and OCEAN PKWY,Standard Wire Basket,DSNY-owned,NEPTUNE AV,OCEAN PKWY,SE,993390.74515806,150669.42705764,993341.05792148,150707.04082754
31320039,BKS132,11831,POINT (-73.99941463746275 40.574816691510335),SE corner of MERMAID AV and W 33 ST,Standard Wire Basket,DSNY-owned,MERMAID AV,W 33 ST,SE,984413.01409781,148694.66919613,984376.49907897,148736.04083255
31440013,BKS144,11832,POINT (-73.96107747027916 40.617705256014204),SW corner of AV M and E 14 ST,Standard Wire Basket,DSNY-owned,AV M,E 14 ST,SW,995056.19097415,164322.4633998,995070.97244065,164371.64932504
31320040,BKS132,11833,POINT (-73.99981998579034 40.577119446538795),SE corner of NEPTUNE AV and W 33 ST,Standard Wire Basket,DSNY-owned,NEPTUNE AV,W 33 ST,SE,984300.40605532,149533.61928988,984259.99996814,149556.12449421
31320041,BKS132,11834,POINT (-73.9643211130256 40.581207625822955),NE corner of NEPTUNE AV and BRIGHTON 4 ST,Standard Wire Basket,DSNY-owned,NEPTUNE AV,BRIGHTON 4 ST,NE,994161.09663573,151025.06250122,994115.46254064,150982.44382004
31320042,BKS132,11835,POINT (-74.0002200334807 40.577076308639946),SW corner of NEPTUNE AV and W 33 ST,Standard Wire Basket,DSNY-owned,NEPTUNE AV,W 33 ST,SW,984189.27602823,149517.90311396,984223.91080149,149552.46964589
31510022,BKS151,11836,POINT (-73.96545710618 40.606013792265706),SE corner of KINGS HWY and E 7 ST,Standard Wire Basket,DSNY-owned,KINGS HWY,E 7 ST,SE,993841.98277265,160062.44993822,993810.78139147,160089.4108423
31320043,BKS132,11837,POINT (-73.96481253454093 40.58069730624837),SW corner of NEPTUNE AV and BRIGHTON 4 ST,Standard Wire Basket,DSNY-owned,NEPTUNE AV,BRIGHTON 4 ST,SW,994024.66679047,150839.08518288,994056.93903564,150905.96103339
31320044,BKS132,11838,POINT (-73.99870974735728 40.574936537488696),SW corner of MERMAID AV and W 32 ST,Standard Wire Basket,DSNY-owned,MERMAID AV,W 32 ST,SW,984608.83293189,148738.33413506,984635.25184231,148774.63327505
31510023,BKS151,11839,POINT (-73.96575090703487 40.60590587427841),SW corner of KINGS HWY and E 7 ST,Standard Wire Basket,DSNY-owned,KINGS HWY,E 7 ST,SW,993760.41797514,160023.10060747,993773.44550814,160068.84329814
31320045,BKS132,11840,POINT (-73.98229218953377 40.57428182272138),Location Description T/K,Seasonal Basket,DSNY-owned,Street Name TBD,,Direction TBD,989169.69388889,148500.29983422,989208.83152729,148505.60843216
31510024,BKS151,11841,POINT (-73.96580387209309 40.60620628977188),NW corner of KINGS HWY and E 7 ST,Standard Wire Basket,DSNY-owned,KINGS HWY,E 7 ST,NW,993745.66833273,160132.54395813,993767.78278981,160121.29693338
31320046,BKS132,11842,POINT (-73.9818951446847 40.57463311223468),SE corner of W 15 ST and BOWERY,Seasonal Basket,DSNY-owned,W 15 ST,BOWERY,SE,989279.96794656,148628.30581179,989235.67899315,148674.45991896
31320047,BKS132,11843,POINT (-73.9652502092054 40.580606090279296),SE corner of NEPTUNE AV and BRIGHTON 3 ST,Standard Wire Basket,DSNY-owned,NEPTUNE AV,BRIGHTON 3 ST,SE,993903.10404147,150805.80440955,993846.17174065,150849.21574006
31310006,BKS131,11844,POINT (-73.98076118232936 40.59424873004411),NE corner of 86 ST and W 10 ST,Standard Wire Basket,DSNY-owned,86 ST,W 10 ST,NE,989593.41581048,155774.8328573,989565.61599731,155762.23084839
31320048,BKS132,11845,POINT (-73.98120711502402 40.57457905853154),SW corner of STILLWELL AV and BOWERY,Standard Wire Basket,DSNY-owned,STILLWELL AV,BOWERY,SW,989471.10831231,148608.65296397,989487.29266314,148670.53932314
31410001,BKS141,11846,POINT (-73.95828235621953 40.636651457074834),NE corner of OCEAN AV and FOSTER AV,Standard Wire Basket,DSNY-owned,OCEAN AV,FOSTER AV,NE,995828.89185657,171225.4240033,995817.35874315,171155.76994313
31510025,BKS151,11847,POINT (-73.96648670488433 40.6056357400534),SE corner of KINGS HWY and OCEAN PKWY,Standard Wire Basket,DSNY-owned,KINGS HWY,OCEAN PKWY,SE,993556.14508973,159924.60474147,993513.34432231,159951.10042338
31320049,BKS132,11848,POINT (-73.98177314788775 40.57403103278764),Location Description T/K,Seasonal Basket,DSNY-owned,Street Name TBD,,Direction TBD,989313.90455848,148408.96044996,989271.24756117,148403.50289541
31310007,BKS131,11849,POINT (-73.98112577256984 40.59440556434146),NW corner of 86 ST and W 10 ST,Standard Wire Basket,DSNY-owned,86 ST,W 10 ST,NW,989492.14928073,155831.94954097,989505.66861065,155809.39282756
31420001,BKS142,11850,POINT (-73.95868927329398 40.636469794564476),NW corner of OCEAN AV and FOSTER AV,Standard Wire Basket,DSNY-owned,OCEAN AV,FOSTER AV,NW,995715.98558632,171159.18594679,995767.94939314,171120.76017064
31320050,BKS132,11851,POINT (-73.98118526023116 40.57406497965476),Location Description T/K,Seasonal Basket,DSNY-owned,Street Name TBD,,Direction TBD,989477.21984865,148421.36265613,989513.75363413,148425.33236076
31440014,BKS144,11852,POINT (-73.95767071509853 40.63072640105937),NW corner of OCEAN AV and AV H,Standard Wire Basket,DSNY-owned,OCEAN AV,AV H,NW,995999.69236797,169066.84892413,996061.39696898,169012.04686838
31320051,BKS132,11853,POINT (-73.98135471441628 40.57472370323038),SW corner of STILLWELL AV and BOWERY,Seasonal Basket,DSNY-owned,STILLWELL AV,BOWERY,SW,989430.09363057,148661.34183496,989487.29266314,148670.53932314
31440015,BKS144,11854,POINT (-73.95754328476669 40.630200721604886),SW corner of OCEAN AV and AV H,Standard Wire Basket,DSNY-owned,OCEAN AV,AV H,SW,996035.15587972,168875.34701055,996066.37399314,168962.86717671
31310008,BKS131,11855,POINT (-73.98595060036601 40.594233767437785),S corner of BENSON AV and BAY 43 ST,Standard Wire Basket,DSNY-owned,BENSON AV,BAY 43 ST,S,988152.20839106,155769.10780314,988133.97844064,155817.7461573
31320052,BKS132,11856,POINT (-73.98072861519736 40.574569169854314),SE corner of STILLWELL AV and BOWERY,Seasonal Basket,DSNY-owned,STILLWELL AV,BOWERY,SE,989604.0375084,148605.07915221,989546.45921148,148671.67121063
31320053,BKS132,11857,POINT (-73.98069655496253 40.574102418046174),Location Description T/K,Seasonal Basket,DSNY-owned,Street Name TBD,,Direction TBD,989612.98138815,148435.03192014,989572.83267952,148430.6630829
31320054,BKS132,11858,POINT (-73.98109073510878 40.573260329108926),Unknown corner on STILLWELL AV,Seasonal Basket,DSNY-owned,STILLWELL AV,STILLWELL AV,,989503.54263064,148128.2142923,989567.2029364,148213.32337405
31440016,BKS144,11859,POINT (-73.95983826352771 40.61823287272979),NE corner of AV M and E 15 ST,Standard Wire Basket,DSNY-owned,AV M,E 15 ST,NE,995400.13516815,164514.84326439,995361.58865731,164464.19539981
31320055,BKS132,11860,POINT (-73.98058207382624 40.57331762660284),Unknown corner on STILLWELL AV,Seasonal Basket,DSNY-owned,STILLWELL AV,STILLWELL AV,,989644.84812231,148149.12009038,989567.2029364,148213.32337405
31510026,BKS151,11861,POINT (-73.96737303119355 40.60567927864918),NW corner of KINGS HWY and OCEAN PKWY,High-End Basket,BID-owned,KINGS HWY,OCEAN PKWY,NW,993310.0300964,159940.37406689,993334.16489065,159919.50927922
31320056,BKS132,11862,POINT (-73.97990782400652 40.57458742876967),SW corner of W 12 ST and BOWERY,Seasonal Basket,DSNY-owned,W 12 ST,BOWERY,SW,989832.05378464,148611.78255089,989887.90636323,148667.34444763
31320057,BKS132,11863,POINT (-73.97943661941713 40.574584892372194),SW corner of W 12 ST and BOWERY,Seasonal Basket,DSNY-owned,W 12 ST,BOWERY,SW,989962.95575382,148610.88885188,989887.90636323,148667.34444763
31310010,BKS131,11864,POINT (-73.98360158017582 40.58923083477182),NE corner of STILLWELL AV and AV X,Standard Wire Basket,DSNY-owned,STILLWELL AV,AV X,NE,988804.9209964,153946.52647455,988776.18844231,153914.04884921
31510027,BKS151,11865,POINT (-73.9555859751559 40.59876528620076),SW corner of AV U and E 16 ST,Standard Wire Basket,DSNY-owned,AV U,E 16 ST,SW,996584.25484714,157422.86893129,996595.12293564,157461.75828922
31320058,BKS132,11866,POINT (-73.97991953303853 40.57416882823983),,Seasonal Basket,DSNY-owned,,,,989828.83594331,148459.27530997,,
31510028,BKS151,11867,POINT (-73.95619852825592 40.59869784430911),SE corner of AV U and E 15 ST,Standard Wire Basket,DSNY-owned,AV U,E 15 ST,SE,996414.16004297,157398.21248455,996378.33531147,157429.49785505
31320059,BKS132,11868,POINT (-73.97995885134848 40.57339046748795),,Seasonal Basket,DSNY-owned,,,,989817.97802539,148175.69680889,,
41210075,QE121,11869,POINT (-73.79540077918847 40.7066190581177),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1040976.14703432,196780.09697522,1040931.31400017,196772.2154686
41020017,QE102,11870,POINT (-73.82832493737865 40.68545517349861),SE corner of LIBERTY AV and 114 ST,Standard Wire Basket,DSNY-owned,LIBERTY AV,114 ST,SE,1031862.94970956,189049.87949605,1031811.76510064,189098.6244773
41260025,QE126,11871,POINT (-73.79137718872678 40.67369177890798),N corner of ROCKAWAY BLVD and 146 ST,Standard Wire Basket,DSNY-owned,ROCKAWAY BLVD,146 ST,N,1042120.26777756,184786.39228813,1042085.02539398,184749.03343897
41270002,QE127,11872,POINT (-73.75331109668497 40.68078681498147),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1052672.11314364,187398.74861197,1052726.9122263,187368.49040468
41120009,QE112,11873,POINT (-73.77134847108438 40.76331150391516),Unknown corner on 41 AV,Standard Wire Basket,DSNY-owned,,41 AV,,1047590.79325381,217451.35484521,1047527.02894564,217523.36093479
41110006,QE111,11874,POINT (-73.78325782806492 40.75810213558422),NE corner of FRANCIS LEWIS BLVD and 43 AV,Standard Wire Basket,DSNY-owned,FRANCIS LEWIS BLVD,43 AV,NE,1044296.40023631,215545.0302458,1044286.36285481,215501.79345563
41020018,QE102,11875,POINT (-73.8335981531445 40.678879205539154),Median at NW corner of ROCKAWAY BLVD and 106 ST,Standard Wire Basket,DSNY-owned,ROCKAWAY BLVD,106 ST,NW,1030405.02316348,186651.24682613,1030440.92105757,186621.41158396
41210076,QE121,11876,POINT (-73.79564118943568 40.70701786533104),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1040909.15372998,196925.23841721,1040871.15643065,196902.9002073
41120010,QE112,11877,POINT (-73.77278195388385 40.76663967087254),NW corner of BELL BLVD and 38 AV,High-End Basket,DSNY-owned,BELL BLVD,38 AV,NW,1047190.54963173,218662.8783408,1047221.85239065,218653.7523748
41020019,QE102,11878,POINT (-73.82670476614871 40.68605305304685),NE corner of LIBERTY AV and 116 ST,Standard Wire Basket,DSNY-owned,LIBERTY AV,116 ST,NE,1032311.85826056,189268.5887043,1032279.34257756,189222.19050314
41040018,QE104,11879,POINT (-73.83950360740693 40.65904581581369),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1028780.27739723,179422.33805563,1028743.9492753,179415.22068609
