BASKETID,SECTION,OBJECTID,the_geom,LOCATION_DESCRIPTION,BASKETTYPE,OWNERTYPE,STREETNAME1,STREETNAME2,DIRECTION,STATEPLANE_LABELX,STATEPLANE_LABELY,STATEPLANE_SNAPPEDX,STATEPLANE_SNAPPEDY
10220091,MN022,119,POINT (-73.99369504503592 40.7274813164302),NW corner of LAFAYETTE ST and GREAT JONES ST,High-End Basket,BID-owned,LAFAYETTE ST,GREAT JONES ST,NW,985997.92332956,204314.67147297,985999.25501981,204283.04259922
10210130,MN021,120,POINT (-74.00444359920442 40.72420645826848),NE corner of AVE OF THE AMERICAS and BROOME ST,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,BROOME ST,NE,983018.7239074,203121.5078488,983015.74064565,203113.82577755
10220093,MN022,121,POINT (-73.99400183476584 40.72846111173991),NE corner of BROADWAY and E 4 ST,High-End Basket,BID-owned,BROADWAY,E 4 ST,NE,985912.86706923,204671.63532597,985874.60303815,204657.71704672
10210132,MN021,122,POINT (-74.0032957204161 40.72505516118402),SE corner of SPRING ST and SULLIVAN ST,Standard Wire Basket,DSNY-owned,SPRING ST,SULLIVAN ST,SE,983336.90470147,203430.70244038,983320.18229398,203478.28042921
10220094,MN022,123,POINT (-73.99330062284743 40.7292702901276),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,986107.1941084,204966.45822713,986079.82214849,204984.16843263
10220096,MN022,124,POINT (-73.99348817687044 40.730890026010265),SW corner of E 8 ST and MERCER ST,High-End Basket,BID-owned,E 8 ST,MERCER ST,SW,986055.16796573,205556.57450096,986092.26336397,205573.10563588
10210134,MN021,125,POINT (-74.00255613960103 40.72646113419778),SW corner of PRINCE ST and SULLIVAN ST,High-End Basket,DSNY-owned,PRINCE ST,SULLIVAN ST,SW,983541.91413398,203942.93501172,983575.66734731,203955.58262421
10420312,MN042,5951,POINT (-74.00772410586073 40.74855447344852),Unknown median on 12 AVE,High-End Basket,BID-owned,12 AVE,12 AVE,,982110.21522573,211992.31851922,982102.08138374,212007.46186163
10220098,MN022,126,POINT (-74.00069644903932 40.73175021240265),NE corner of AVE OF THE AMERICAS and W 4 ST,High-End Basket,BID-owned,AVE OF THE AMERICAS,W 4 ST,NE,984057.38127889,205869.90097405,984023.40923397,205858.80060256
10210136,MN021,127,POINT (-73.99914085976825 40.72627719893622),SE corner of W HOUSTON ST and WOOSTER ST,Standard Wire Basket,DSNY-owned,W HOUSTON ST,WOOSTER ST,SE,984488.53035098,203875.91250797,984477.79152732,203921.93767838
10220099,MN022,128,POINT (-74.00348425020687 40.73563646342829),W corner of PERRY ST and W 4 ST,Standard Wire Basket,DSNY-owned,PERRY ST,W 4 ST,W,983284.8021154,207285.80234172,983306.73415814,207265.70723754
10210137,MN021,129,POINT (-73.99659217999665 40.717534326742786),SW corner of ELIZABETH ST and HESTER ST,Standard Wire Basket,DSNY-owned,ELIZABETH ST,HESTER ST,SW,985195.07552581,200690.6327893,985247.78670648,200707.54778172
10210138,MN021,130,POINT (-74.00169505999905 40.72754941979492),SW corner of W HOUSTON ST and SULLIVAN ST,Standard Wire Basket,DSNY-owned,W HOUSTON ST,SULLIVAN ST,SW,983780.58786923,204339.42536047,983828.1120524,204357.65760747
10220100,MN022,131,POINT (-74.00835208628716 40.733554558993376),N corner of WASHINGTON ST and W 10 ST,Standard Wire Basket,DSNY-owned,WASHINGTON ST,W 10 ST,N,981935.69392122,206527.39047271,981905.48039898,206496.27012813
10210139,MN021,132,POINT (-74.00216173419957 40.72778061224188),SE corner of W HOUSTON ST and MAC DOUGAL ST,Standard Wire Basket,DSNY-owned,W HOUSTON ST,MAC DOUGAL ST,SE,983651.24363972,204423.6587878,983644.72167115,204474.52515589
10220101,MN022,133,POINT (-74.0087301797918 40.731280179965154),NE corner of WASHINGTON ST and MORTON ST,Standard Wire Basket,DSNY-owned,WASHINGTON ST,MORTON ST,NE,981830.82602073,205698.77336355,981801.18926898,205676.54703005
10210140,MN021,134,POINT (-74.00141963270364 40.721051991743465),SE corner of GRAND ST and MERCER ST,Standard Wire Basket,DSNY-owned,GRAND ST,MERCER ST,SE,983856.88856964,201972.21060671,983850.78490731,202022.11536256
10210001,MN021,135,POINT (-74.00371556060418 40.726838236702214),SW corner of AVE OF THE AMERICAS and CHARLTON ST,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,CHARLTON ST,SW,983220.56241448,204080.33663979,983253.99148148,204109.93270922
10220001,MN022,136,POINT (-74.00697132661759 40.734442419581974),N corner of GREENWICH ST and CHARLES ST,Standard Wire Basket,DSNY-owned,GREENWICH ST,CHARLES ST,N,982318.38508497,206850.83241113,982295.90284647,206823.15234838
10220003,MN022,137,POINT (-74.0062473152448 40.73297065791687),E corner of HUDSON ST and CHRISTOPHER ST,High-End Basket,DSNY-owned,HUDSON ST,CHRISTOPHER ST,E,982518.99754465,206314.60841797,982505.43982898,206342.59884755
31610118,BKN161,138,POINT (-73.91005331200395 40.66997589792564),NW corner of PITKIN AV and THATFORD AV,Standard Wire Basket,DSNY-owned,PITKIN AV,THATFORD AV,NW,1009202.11543815,183376.49090846,1009248.7324709,183345.7619673
30210049,BKN021,139,POINT (-73.99278945203135 40.69294920366176),NE corner of JORALEMON ST and CLINTON ST,High-End Basket,DSNY-owned,JORALEMON ST,CLINTON ST,NE,986249.95858665,191733.60083464,986182.50596565,191711.28985563
10210007,MN021,140,POINT (-74.00387873785506 40.725320164685336),SE corner of AVE OF THE AMERICAS and SPRING ST,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,SPRING ST,SE,983175.3102084,203527.25802155,983160.11699732,203576.56435338
10210008,MN021,141,POINT (-74.00415319516976 40.72570850871593),NW corner of AV OF THE AMERICAS and SPRING ST,Standard Wire Basket,DSNY-owned,AV OF THE AMERICAS,SPRING ST,NW,983099.24408756,203668.74723989,983106.82970232,203624.8946373
30210066,BKN021,142,POINT (-73.99412000026423 40.69862096614664),NE corner of HICKS ST and PINEAPPLE ST,Standard Wire Basket,DSNY-owned,HICKS ST,PINEAPPLE ST,NE,985880.84547973,193799.9634998,985852.25400148,193781.78768313
10220008,MN022,143,POINT (-74.00650284588625 40.73361097538287),S corner of HUDSON ST and W 10 ST,Standard Wire Basket,DSNY-owned,HUDSON ST,W 10 ST,S,982448.19617707,206547.90125847,982471.89330815,206574.84247755
10220010,MN022,144,POINT (-74.00613172551543 40.733655416020035),E corner of HUDSON ST and W 10 ST,Standard Wire Basket,DSNY-owned,HUDSON ST,W 10 ST,E,982551.04997398,206564.08495313,982533.60906398,206590.04914005
10220011,MN022,145,POINT (-74.00598078541975 40.73460266849835),N corner of HUDSON ST and CHARLES ST,Standard Wire Basket,DSNY-owned,HUDSON ST,CHARLES ST,N,982592.90520524,206909.19581147,982569.36030482,206877.25000921
10210011,MN021,146,POINT (-74.00521030656665 40.72283128510945),SW corner of AVE OF THE AMERICAS and GRAND ST,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,GRAND ST,SW,982806.17807265,202620.50163296,982810.89886373,202666.25810313
10220012,MN022,147,POINT (-74.00601543930435 40.734349035879134),E corner of HUDSON ST and CHARLES ST,Standard Wire Basket,DSNY-owned,HUDSON ST,CHARLES ST,E,982583.29498823,206816.79015638,982564.52107565,206844.73038922
10210012,MN021,148,POINT (-74.00031912691178 40.72360030361188),SE corner of SPRING ST and GREENE ST,Standard Wire Basket,DSNY-owned,SPRING ST,GREENE ST,SE,984161.94471806,202900.63591522,984152.14585315,202950.36809921
10220013,MN022,149,POINT (-74.00635596081197 40.73455571391124),W corner of HUDSON ST and CHARLES ST,Standard Wire Basket,DSNY-owned,HUDSON ST,CHARLES ST,W,982488.92903523,206892.09610814,982511.99165314,206865.76381172
10210013,MN021,150,POINT (-74.00493856664627 40.72383240520375),NW corner of AVE OF THE AMERICAS and WATTS ST,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,WATTS ST,NW,982881.52109781,202985.23613972,982898.81174564,202946.52624339
10220014,MN022,151,POINT (-74.00639320735357 40.73429335691051),S corner of HUDSON ST and CHARLES ST,Standard Wire Basket,DSNY-owned,HUDSON ST,CHARLES ST,S,982478.59965956,206796.51198171,982502.73642232,206830.52766171
10210014,MN021,152,POINT (-74.00464523997246 40.72345156855572),SE corner of AV OF THE AMERICAS and WATTS ST,Standard Wire Basket,DSNY-owned,AV OF THE AMERICAS,WATTS ST,SE,982962.81850739,202846.48116788,982948.14235565,202883.53096254
10220015,MN022,153,POINT (-74.00622652292535 40.73524994156468),W corner of HUDSON ST and PERRY ST,Standard Wire Basket,DSNY-owned,HUDSON ST,PERRY ST,W,982524.8190553,207145.02243955,982541.04343231,207115.97984672
10220016,MN022,154,POINT (-74.006265613582 40.734999968317574),S corner of HUDSON ST and PERRY ST,Standard Wire Basket,DSNY-owned,HUDSON ST,PERRY ST,S,982513.97918198,207053.95011513,982534.60315648,207083.44710338
10210015,MN021,155,POINT (-73.99853573997768 40.724470613712576),SE corner of PRINCE ST and MERCER ST,Standard Wire Basket,DSNY-owned,PRINCE ST,MERCER ST,SE,984656.26328322,203217.71992672,984648.54249814,203257.73625088
10210016,MN021,156,POINT (-74.00602407025194 40.72320672274566),NE corner of VARICK ST and GRAND ST,Standard Wire Basket,DSNY-owned,VARICK ST,GRAND ST,NE,982580.62373373,202757.29958771,982557.39510565,202746.89081588
30220228,BKN022,157,POINT (-73.98531130778532 40.68646109347876),N corner of PACIFIC ST and BOND ST,Standard Wire Basket,DSNY-owned,PACIFIC ST,BOND ST,N,988324.11979264,189370.05208404,988332.93801647,189335.31363647
10210017,MN021,158,POINT (-73.99882610016863 40.72461517579773),SW corner of PRINCE ST and MERCER ST,Standard Wire Basket,DSNY-owned,PRINCE ST,MERCER ST,SW,984575.78083265,203270.38714422,984619.96315898,203271.68635422
10210018,MN021,159,POINT (-74.0033223833094 40.72782538759786),NW corner of KING ST and AVE OF THE AMERICAS,Standard Wire Basket,DSNY-owned,KING ST,AVE OF THE AMERICAS,NW,983329.55268206,204439.98191789,983350.76622231,204406.27398005
10220018,MN022,160,POINT (-74.00586205709726 40.73529437015596),N corner of HUDSON ST and PERRY ST,Standard Wire Basket,DSNY-owned,HUDSON ST,PERRY ST,N,982625.82607114,207161.20219721,982601.61417732,207129.02772088
10210019,MN021,161,POINT (-73.998335284981 40.72466305794443),NE corner of PRINCE ST and MERCER ST,Standard Wire Basket,DSNY-owned,PRINCE ST,MERCER ST,NE,984711.82386765,203287.83428779,984662.02016148,203283.47471647
10210020,MN021,162,POINT (-74.0060610901577 40.722941487427505),SE corner of VARICK ST and GRAND ST,Standard Wire Basket,DSNY-owned,VARICK ST,GRAND ST,SE,982570.35570964,202660.66690697,982552.73304148,202696.92700505
10210021,MN021,163,POINT (-73.9986346218481 40.7248362721427),NW corner of PRINCE ST and MERCER ST,Standard Wire Basket,DSNY-owned,PRINCE ST,MERCER ST,NW,984628.85323305,203350.94013272,984636.22296898,203302.69022922
10210023,MN021,164,POINT (-73.9998574738096 40.72338060307792),SW corner of SPRING ST and MERCER ST,Standard Wire Basket,DSNY-owned,SPRING ST,MERCER ST,SW,984289.90706056,202820.59211205,984331.52213481,202833.04878005
30220229,BKN022,165,POINT (-73.98373842067384 40.68424374552737),E corner of BERGEN ST and NEVINS ST,Standard Wire Basket,DSNY-owned,BERGEN ST,NEVINS ST,E,988760.48965481,188562.2849988,988724.41361147,188552.13278814
10210025,MN021,166,POINT (-73.99700424093709 40.72406629499632),NW corner of CROSBY ST and PRINCE ST,Standard Wire Basket,DSNY-owned,CROSBY ST,PRINCE ST,NW,985080.76768357,203070.42494571,985087.45894314,203026.44406255
10220021,MN022,167,POINT (-74.00610188949771 40.73596477147198),W corner of HUDSON ST and W 11 ST,Standard Wire Basket,DSNY-owned,HUDSON ST,W 11 ST,W,982559.37738514,207405.45498955,982572.34291039,207378.54592264
10210026,MN021,168,POINT (-74.00893159617021 40.725813853320325),SE corner of GREENWICH ST and SPRING ST,Standard Wire Basket,DSNY-owned,GREENWICH ST,SPRING ST,SE,981774.80021414,203707.22649363,981752.20970814,203748.97870672
10210027,MN021,169,POINT (-73.9967356297968 40.72391371979327),NE corner of CROSBY ST and PRINCE ST,Standard Wire Basket,DSNY-owned,CROSBY ST,PRINCE ST,NE,985155.22357139,203014.83975504,985117.78696647,203011.81810755
10220022,MN022,170,POINT (-74.00576217538833 40.735996547191924),N corner of HUDSON ST and W 11 ST,Standard Wire Basket,DSNY-owned,HUDSON ST,W 11 ST,N,982653.52352232,207417.02550447,982630.62986732,207392.12463564
10210028,MN021,171,POINT (-74.00296983695863 40.728212351324025),Unknown median on AVE OF THE AMERICAS,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,AVE OF THE AMERICAS,N,983427.27099057,204580.96129471,983401.98396765,204568.94950771
10210029,MN021,172,POINT (-73.99772043115767 40.72104680908606),NW corner of BROOME ST and CLEVELAND PL,Standard Wire Basket,DSNY-owned,BROOME ST,CLEVELAND PL,NW,984882.28218815,201970.32740839,984894.1292773,201929.69789647
10220023,MN022,173,POINT (-74.0051342841154 40.73541346738681),W corner of PERRY ST and BLEECKER ST,Standard Wire Basket,DSNY-owned,PERRY ST,BLEECKER ST,W,982827.51923731,207204.5803913,982862.44370815,207179.15557338
10210030,MN021,174,POINT (-74.00501994044987 40.72868181538072),N corner of VARICK ST and W HOUSTON ST,Standard Wire Basket,DSNY-owned,VARICK ST,W HOUSTON ST,N,982859.06707448,204752.02755363,982811.80732648,204742.52396372
30230143,BKN023,175,POINT (-73.96287819252392 40.68794230947952),NW corner of GRAND AV and CLIFTON PL,Standard Wire Basket,DSNY-owned,GRAND AV,CLIFTON PL,NW,994545.42559148,189911.54181472,994574.42487732,189887.0480973
10220024,MN022,176,POINT (-74.00542260736682 40.73643069404657),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,982747.63816348,207575.19283906,982777.22977293,207581.51120834
10210034,MN021,177,POINT (-73.99928315325563 40.72136964322136),SW corner of BROOME ST and CROSBY ST,Standard Wire Basket,DSNY-owned,BROOME ST,CROSBY ST,SW,984449.10523298,202087.93839364,984489.30397148,202097.91278313
10220025,MN022,178,POINT (-74.00511778964649 40.73652338917337),E corner of BLEECKER ST and BANK ST,Standard Wire Basket,DSNY-owned,BLEECKER ST,BANK ST,E,982832.1140444,207608.9595038,982800.20958065,207626.13958755
30240170,BKN024,179,POINT (-73.96791298155293 40.69758053698794),SW corner of FLUSHING AV and WASHINGTON AV,Standard Wire Basket,DSNY-owned,FLUSHING AV,WASHINGTON AV,SW,993147.83685122,193422.47901855,993173.18096064,193447.87758979
30210001,BKN021,180,POINT (-73.99158379534529 40.696921774789566),SW corner of CLARK ST and CADMAN PLZ W,Standard Wire Basket,DSNY-owned,CLARK ST,CADMAN PLZ W,SW,986584.16034606,193180.95522338,986608.78135981,193202.7698123
30240014,BKN024,181,POINT (-73.97141365514814 40.69175290954754),NE corner of ADELPHI ST and WILLOUGHBY AV,Standard Wire Basket,DSNY-owned,ADELPHI ST,WILLOUGHBY AV,NE,992177.82501173,191298.96686138,992154.18365482,191276.17261563
30210069,BKN021,182,POINT (-73.99154152766222 40.70085222733885),NW corner of HENRY ST and POPLAR ST,Standard Wire Basket,DSNY-owned,HENRY ST,POPLAR ST,NW,986595.74267198,194612.93661138,986607.13766231,194581.95340563
30210200,BKN021,183,POINT (-73.99615677736696 40.69541942994587),NW corner of HICKS ST and MONTAGUE ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,HICKS ST,MONTAGUE ST,NW,985316.12580864,192633.51799806,985389.14731614,192582.74611796
30620037,BKS062,184,POINT (-73.99435048489354 40.68604993130828),SW corner of COURT ST and BALTIC ST,Standard Wire Basket,DSNY-owned,COURT ST,BALTIC ST,SW,985817.23044948,189219.9628173,985863.12340231,189233.4470423
10220026,MN022,185,POINT (-74.00305462010961 40.73506155170009),N corner of CHARLES ST and W 4 ST,Standard Wire Basket,DSNY-owned,CHARLES ST,W 4 ST,N,983403.85929197,207076.33950605,983385.49056231,207037.01675005
10210038,MN021,186,POINT (-73.99800990582473 40.72286104424595),NW corner of CROSBY ST and SPRING ST,Standard Wire Basket,DSNY-owned,CROSBY ST,SPRING ST,NW,984802.02677123,202631.30705755,984803.84730564,202581.29075338
10210040,MN021,187,POINT (-73.99987288627743 40.72063590640166),NW corner of GRAND ST and CROSBY ST,Standard Wire Basket,DSNY-owned,GRAND ST,CROSBY ST,NW,984285.63639981,201820.61478131,984283.28076148,201776.73199505
10420313,MN042,5952,POINT (-74.00706647678005 40.753913814036785),Unknown median on 12 AVE,High-End Basket,BID-owned,12 AVE,12 AVE,,982292.58789247,213944.88351172,982274.0344519,213937.51836896
10110045,MN011,188,POINT (-74.00977801540819 40.71516122855812),NW corner of W BROADWAY and WARREN ST,Standard Wire Basket,DSNY-owned,W BROADWAY,WARREN ST,NW,981539.76197031,199826.1738883,981552.60577664,199785.59490122
10210042,MN021,189,POINT (-73.99960617847327 40.72048651932809),NE corner of GRAND ST and CROSBY ST,Standard Wire Basket,DSNY-owned,GRAND ST,CROSBY ST,NE,984359.56669815,201766.18870905,984311.83057314,201759.12376255
10220028,MN022,190,POINT (-74.0055513454239 40.73675681763525),SE corner of HUDSON ST and BLEECKER ST,Standard Wire Basket,DSNY-owned,HUDSON ST,BLEECKER ST,SE,982711.9686154,207694.01215522,982717.47746265,207712.74505739
10210044,MN021,191,POINT (-73.99984873731275 40.72024554436051),SE corner of GRAND ST and CROSBY ST,Standard Wire Basket,DSNY-owned,GRAND ST,CROSBY ST,SE,984292.33061214,201678.39393713,984289.68494815,201722.07692063
11030030,MN103,192,POINT (-73.9462660382296 40.81656280496961),NE corner of FREDERICK DOUGLASS BOULEVARD and W 135 ST,Standard Wire Basket,DSNY-owned,FREDERICK DOUGLASS BOULEVARD,W 135 ST,NE,999123.74517497,236774.52781297,999085.58678673,236760.5862398
10210045,MN021,193,POINT (-74.00531461774135 40.72729315795552),NE corner of VARICK ST and CHARLTON ST,Standard Wire Basket,DSNY-owned,VARICK ST,CHARLTON ST,NE,982777.36316964,204246.10140014,982750.26545481,204214.73564921
10210046,MN021,194,POINT (-74.00011544462582 40.72035517606858),SW corner of GRAND ST and CROSBY ST,Standard Wire Basket,DSNY-owned,GRAND ST,CROSBY ST,SW,984218.40031381,201718.33611447,984260.21650314,201739.56343421
11010208,MN101,195,POINT (-73.95512941032474 40.80409397926717),SE corner of W 116 ST and FREDERICK DOUGLASS BOULEVARD,High-End Basket,DSNY-owned,W 116 ST,FREDERICK DOUGLASS BOULEVARD,SE,996672.72678307,232230.3118358,996616.50051756,232310.01115146
10210047,MN021,196,POINT (-74.00716807446662 40.72718444975733),SE corner of HUDSON ST and CHARLTON ST,Standard Wire Basket,DSNY-owned,HUDSON ST,CHARLTON ST,SE,982263.64241231,204206.53225355,982247.41541064,204235.71657838
10210048,MN021,197,POINT (-74.00064367858516 40.721998676659354),SE corner of BROOME ST and MERCER ST,Standard Wire Basket,DSNY-owned,BROOME ST,MERCER ST,SE,984071.98033106,202317.11444446,984067.67095648,202358.04644921
10220031,MN022,198,POINT (-74.00501025971712 40.73612201142392),N corner of W 11 ST and BLEECKER ST,Standard Wire Basket,DSNY-owned,W 11 ST,BLEECKER ST,N,982861.9053234,207462.72324772,982842.21408981,207427.56058839
10210049,MN021,199,POINT (-74.00753684922354 40.72721775764226),SW corner of HUDSON ST and CHARLTON ST,Standard Wire Basket,DSNY-owned,HUDSON ST,CHARLTON ST,SW,982161.43100256,204218.67593005,982190.08284815,204247.63912672
10210050,MN021,200,POINT (-74.00116581200047 40.72262414761428),NE corner of BROOME ST and GREENE ST,Standard Wire Basket,DSNY-owned,BROOME ST,GREENE ST,NE,983927.2535864,202544.99423805,983886.02105731,202536.37942588
10220032,MN022,201,POINT (-74.00496213827343 40.7358523843247),E corner of W 11 ST and BLEECKER ST,Standard Wire Basket,DSNY-owned,W 11 ST,BLEECKER ST,E,982875.23567732,207364.48886414,982849.90108231,207390.84839146
